Year,Team,Player,Pos,Ht_in,Wt,Birth_Date,Birth,Exp,College
1988,NYK,Ray Tolbert,PF,81.00,225,10-Sep-58,us US,3,Indiana
1991,NYK,Charles Oakley,PF,81.00,225,18-Dec-63,us US,5,Virginia Union University
1992,NYK,Charles Oakley,PF,81.00,225,18-Dec-63,us US,6,Virginia Union University
1994,NYK,Eric Anderson,PF,81.00,220,26-May-70,us US,1,Indiana
1994,NYK,Charles Oakley,PF,81.00,225,18-Dec-63,us US,8,Virginia Union University
1995,NYK,Charles Oakley,PF,81.00,225,18-Dec-63,us US,9,Virginia Union University
1998,NYK,Terry Cummings,PF,81.00,220,15-Mar-61,us US,15,DePaul
1998,NYK,Ben Davis,PF,81.00,240,26-Dec-72,us US,1,"Kansas, Arizona"
1998,NYK,Charles Oakley,PF,81.00,225,18-Dec-63,us US,12,Virginia Union University
2001,NYK,Othella Harrington,C,81.00,235,31-Jan-74,us US,4,Georgetown
2001,NYK,Kurt Thomas,PF,81.00,230,4-Oct-72,us US,5,TCU
2004,NYK,Othella Harrington,PF,81.00,235,31-Jan-74,us US,7,Georgetown
2004,NYK,DerMarr Johnson,SF,81.00,201,5-May-80,us US,2,Cincinnati
2004,NYK,Antonio McDyess,PF,81.00,220,7-Sep-74,us US,7,Alabama
2004,NYK,Kurt Thomas,PF,81.00,230,4-Oct-72,us US,8,TCU
2007,NYK,David Lee,PF,81.00,245,29-Apr-83,us US,1,Florida
2008,NYK,David Lee,PF,81.00,245,29-Apr-83,us US,2,Florida
2008,NYK,Zach Randolph,C,81.00,250,16-Jul-81,us US,6,Michigan State
2010,NYK,Al Harrington,PF,81.00,230,17-Feb-80,us US,11,
2010,NYK,David Lee,C,81.00,245,29-Apr-83,us US,4,Florida
2011,NYK,Shawne Williams,PF,81.00,225,16-Feb-86,us US,3,Memphis
2011,NYK,Shelden Williams,PF,81.00,250,21-Oct-83,us US,4,Duke
2013,NYK,Chris Copeland,PF,81.00,239,17-Mar-84,us US,R,Colorado
2013,NYK,Kenyon Martin,C,81.00,234,30-Dec-77,us US,12,Cincinnati
2013,NYK,Kurt Thomas,PF,81.00,230,4-Oct-72,us US,17,TCU
2014,NYK,Kenyon Martin,PF,81.00,234,30-Dec-77,us US,13,Cincinnati
2017,NYK,Mindaugas Kuzminskas,SF,81.00,215,19-Oct-89,lt LT,R,
2017,NYK,Maurice Ndour,PF,81.00,200,18-Jun-92,sn SN,R,Ohio University
2017,NYK,Kyle O'Quinn,C,81.00,250,26-Mar-90,us US,4,Norfolk State
2020,NYK,Taj Gibson,C,81.00,232,24-Jun-85,us US,10,USC
2023,NYK,Obi Toppin,PF,81.00,220,4-Mar-98,us US,2,Dayton
1983,ATL,Rickey Brown,C,82.00,215,20-Aug-58,us US,2,Mississippi State
1983,ATL,Scott Hastings,PF,82.00,235,3-Jun-60,us US,R,Arkansas
1984,ATL,Rickey Brown,C,82.00,215,20-Aug-58,us US,3,Mississippi State
1984,ATL,Scott Hastings,PF,82.00,235,3-Jun-60,us US,1,Arkansas
1985,ATL,Rickey Brown,C,82.00,215,August 20 1958,us US,4,Mississippi State
1985,ATL,Scott Hastings,PF,82.00,235,June 3 1960,us US,2,Arkansas
1986,ATL,Scott Hastings,PF,82.00,235,3-Jun-60,us US,3,Arkansas
1987,ATL,Scott Hastings,PF,82.00,235,3-Jun-60,us US,4,Arkansas
1988,ATL,Scott Hastings,PF,82.00,235,June 3 1960,us US,5,Arkansas
1989,ATL,Moses Malone,C,82.00,215,23-Mar-55,us US,14,
1990,ATL,Alexander Volkov,C,82.00,218,28-Mar-64,ru RU,R,
1990,ATL,Moses Malone,C,82.00,215,23-Mar-55,us US,15,
1991,ATL,Moses Malone,C,82.00,215,March 23 1955,us US,16,
1992,ATL,Alexander Volkov,C,82.00,218,March 28 1964,ru RU,1,
1994,ATL,Danny Manning,PF,82.00,230,May 17 1966,us US,5,Kansas
1995,ATL,Greg Anderson,PF,82.00,230,June 22 1964,us US,6,Houston
1996,ATL,Matt Bullard,PF,82.00,215,5-Jun-67,us US,4,"Colorado, Iowa"
1996,ATL,Sean Rooks,C,82.00,250,9-Sep-69,us US,3,Arizona
1996,ATL,Tim Kempton,PF,82.00,245,25-Jan-64,us US,5,Notre Dame
1998,ATL,Greg Anderson,C,82.00,230,June 22 1964,us US,9,Houston
1999,ATL,Mark West,C,82.00,230,5-Nov-60,us US,15,Old Dominion
2000,ATL,Cal Bowdler,SF,82.00,245,31-Mar-77,us US,R,Old Dominion
2001,ATL,Cal Bowdler,SF,82.00,245,March 31 1977,us US,1,Old Dominion
2001,ATL,Nazr Mohammed,C,82.00,221,September 5 1977,us US,2,Kentucky
2001,ATL,Toni Kuko?,SF,82.00,192,September 18 1968,hr HR,7,
2002,ATL,Cal Bowdler,PF,82.00,245,31-Mar-77,us US,2,Old Dominion
2002,ATL,Leon Smith,C,82.00,235,2-Nov-80,us US,R,
2002,ATL,Nazr Mohammed,C,82.00,221,5-Sep-77,us US,3,Kentucky
2002,ATL,Theo Ratliff,C,82.00,225,17-Apr-73,us US,6,Wyoming
2002,ATL,Toni Kuko?,SF,82.00,192,18-Sep-68,hr HR,8,
2003,ATL,Nazr Mohammed,C,82.00,221,5-Sep-77,us US,4,Kentucky
2003,ATL,Paul Shirley,PF,82.00,230,23-Dec-77,us US,R,Iowa State
2003,ATL,Theo Ratliff,C,82.00,225,17-Apr-73,us US,7,Wyoming
2004,ATL,Michael Bradley,C,82.00,245,April 18 1979,us US,2,Kentucky Villanova
2004,ATL,Nazr Mohammed,C,82.00,221,September 5 1977,us US,5,Kentucky
2004,ATL,Theo Ratliff,C,82.00,225,April 17 1973,us US,8,Wyoming
2005,ATL,Jelani McCoy,C,82.00,245,6-Dec-77,us US,6,UCLA
2005,ATL,Michael Stewart,PF,82.00,230,25-Apr-75,fr FR,7,California
2005,ATL,Tom Gugliotta,PF,82.00,240,19-Dec-69,us US,12,NC State
2006,ATL,Esteban Batista,PF,82.00,270,2-Sep-83,uy UY,R,
2007,ATL,Esteban Batista,PF,82.00,270,September 2 1983,uy UY,1,
2007,ATL,Matt Freije,PF,82.00,240,October 2 1981,us US,1,Vanderbilt
2007,ATL,Solomon Jones,PF,82.00,230,July 16 1984,us US,R,South Florida
2007,ATL,Stanislav Medvedenko,C,82.00,250,April 4 1979,ua UA,6,
2008,ATL,Solomon Jones,PF,82.00,230,16-Jul-84,us US,1,South Florida
2009,ATL,Randolph Morris,C,82.00,266,2-Jan-86,us US,2,Kentucky
2009,ATL,Solomon Jones,C,82.00,230,16-Jul-84,us US,2,South Florida
2010,ATL,Joe Smith,PF,82.00,225,July 26 1975,us US,14,Maryland
2010,ATL,Randolph Morris,PF,82.00,266,January 2 1986,us US,3,Kentucky
2012,ATL,Vladimir Radmanovi?,SF,82.00,227,19-Nov-80,ba BA,10,
2013,ATL,Jeremy Tyler,C,82.00,260,June 21 1991,us US,1,
2014,ATL,Gustavo AyAAAA3n,C,82.00,250,April 1 1985,mx MX,2,
2014,ATL,Mike Muscala,PF,82.00,240,July 1 1991,us US,R,Bucknell
2015,ATL,Adreian Payne,PF,82.00,237,19-Feb-91,us US,R,Michigan State
2015,ATL,Mike Muscala,PF,82.00,240,1-Jul-91,us US,1,Bucknell
2016,ATL,Mike Muscala,C,82.00,240,July 1 1991,us US,2,Bucknell
2017,ATL,Dwight Howard,C,82.00,265,December 8 1985,us US,12,
2017,ATL,Mike Muscala,C,82.00,240,July 1 1991,us US,3,Bucknell
2018,ATL,Mike Muscala,C,82.00,240,1-Jul-91,us US,4,Bucknell
2021,ATL,Clint Capela,C,82.00,240,18-May-94,ch CH,6,
2021,ATL,Danilo Gallinari,PF,82.00,233,8-Aug-88,it IT,11,
2022,ATL,Clint Capela,C,82.00,240,18-May-94,ch CH,7,
2022,ATL,Danilo Gallinari,PF,82.00,233,8-Aug-88,it IT,12,
2022,ATL,Gorgui Dieng,C,82.00,252,18-Jan-90,sn SN,8,Louisville
2023,ATL,Clint Capela,C,82.00,240,May 18 1994,ch CH,8,
2024,ATL,Clint Capela,C,82.00,240,18-May-94,ch CH,9,
1980,BOS,Eric Fernsten,PF,82.00,205,1-Nov-53,us US,2,San Francisco
1981,BOS,Eric Fernsten,C,82.00,205,November 1 1953,us US,3,San Francisco
1981,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,R,Minnesota
1982,BOS,Eric Fernsten,C,82.00,205,1-Nov-53,us US,4,San Francisco
1982,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,1,Minnesota
1983,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,2,Minnesota
1984,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,3,Minnesota
1985,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,4,Minnesota
1986,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,5,Minnesota
1987,BOS,Fred Roberts,PF,82.00,218,August 14 1960,us US,3,BYU
1987,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,6,Minnesota
1988,BOS,Fred Roberts,PF,82.00,218,14-Aug-60,us US,4,BYU
1988,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,7,Minnesota
1989,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,8,Minnesota
1989,BOS,RamAAAAAAAA3n Rivas,C,82.00,260,3-Jun-66,pr PR,R,Temple
1990,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,9,Minnesota
1990,BOS,Michael Smith,PF,82.00,225,May 19 1965,us US,R,BYU
1991,BOS,Dave Popson,PF,82.00,220,May 17 1964,us US,1,UNC
1991,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,10,Minnesota
1991,BOS,Michael Smith,PF,82.00,225,May 19 1965,us US,1,BYU
1992,BOS,Kevin McHale,PF,82.00,210,19-Dec-57,us US,11,Minnesota
1993,BOS,Alaa Abdelnaby,PF,82.00,240,June 24 1968,eg EG,2,Duke
1993,BOS,Kevin McHale,PF,82.00,210,December 19 1957,us US,12,Minnesota
1994,BOS,Acie Earl,C,82.00,240,June 23 1970,us US,R,Iowa
1994,BOS,Alaa Abdelnaby,PF,82.00,240,June 24 1968,eg EG,3,Duke
1995,BOS,Acie Earl,C,82.00,240,23-Jun-70,us US,1,Iowa
1996,BOS,Doug Smith,PF,82.00,220,17-Sep-69,us US,4,Missouri
1997,BOS,Marty Conlon,C,82.00,224,January 19 1968,us US,5,Providence
1998,BOS,Andrew DeClercq,C,82.00,230,1-Feb-73,us US,2,Florida
1998,BOS,Roy Rogers,PF,82.00,235,19-Aug-73,us US,1,Alabama
1998,BOS,Walter McCarty,SF,82.00,230,1-Feb-74,us US,1,Kentucky
1999,BOS,Andrew DeClercq,C,82.00,230,1-Feb-73,us US,3,Florida
1999,BOS,Vitaly Potapenko,C,82.00,280,21-Mar-75,ua UA,2,Wright State University
1999,BOS,Walter McCarty,PF,82.00,230,1-Feb-74,us US,2,Kentucky
2000,BOS,Vitaly Potapenko,C,82.00,280,March 21 1975,ua UA,3,Wright State University
2000,BOS,Walter McCarty,PF,82.00,230,February 1 1974,us US,3,Kentucky
2001,BOS,JAAAAAAAA(c)rAAAAAAAA'me MoAAAAAAAA-so,C,82.00,235,15-Jun-78,fr FR,R,UCLA
2001,BOS,Vitaly Potapenko,C,82.00,280,21-Mar-75,ua UA,4,Wright State University
2001,BOS,Walter McCarty,PF,82.00,230,1-Feb-74,us US,4,Kentucky
2002,BOS,Vitaly Potapenko,C,82.00,280,21-Mar-75,ua UA,5,Wright State University
2002,BOS,Walter McCarty,PF,82.00,230,1-Feb-74,us US,5,Kentucky
2003,BOS,RubAAAA(c)n Wolkowyski,PF,82.00,270,September 30 1973,ar AR,1,
2003,BOS,Walter McCarty,SF,82.00,230,February 1 1974,us US,6,Kentucky
2004,BOS,Kendrick Perkins,C,82.00,270,10-Nov-84,us US,R,
2004,BOS,Michael Stewart,C,82.00,230,25-Apr-75,fr FR,6,California
2004,BOS,Walter McCarty,PF,82.00,230,1-Feb-74,us US,7,Kentucky
2005,BOS,Al Jefferson,PF,82.00,289,4-Jan-85,us US,R,
2005,BOS,Kendrick Perkins,C,82.00,270,10-Nov-84,us US,1,
2005,BOS,Tom Gugliotta,PF,82.00,240,19-Dec-69,us US,12,NC State
2005,BOS,Walter McCarty,PF,82.00,230,1-Feb-74,us US,8,Kentucky
2006,BOS,Al Jefferson,PF,82.00,289,January 4 1985,us US,1,
2006,BOS,Kendrick Perkins,C,82.00,270,November 10 1984,us US,2,
2007,BOS,Al Jefferson,C,82.00,289,January 4 1985,us US,2,
2007,BOS,Kendrick Perkins,C,82.00,270,November 10 1984,us US,3,
2007,BOS,Kevinn Pinkney,PF,82.00,245,October 20 1983,us US,R,Nevada
2007,BOS,Theo Ratliff,C,82.00,225,April 17 1973,us US,11,Wyoming
2008,BOS,Kendrick Perkins,C,82.00,270,10-Nov-84,us US,4,
2009,BOS,Kendrick Perkins,C,82.00,270,November 10 1984,us US,5,
2010,BOS,Kendrick Perkins,C,82.00,270,November 10 1984,us US,6,
2011,BOS,Kendrick Perkins,C,82.00,270,10-Nov-84,us US,7,
2012,BOS,Chris Wilcox,C,82.00,221,September 3 1982,us US,9,Maryland
2012,BOS,JaJuan Johnson,PF,82.00,221,February 8 1989,us US,R,Purdue
2012,BOS,Sean Williams,C,82.00,235,September 13 1986,us US,3,Boston College
2013,BOS,Chris Wilcox,C,82.00,221,September 3 1982,us US,10,Maryland
2013,BOS,Shavlik Randolph,PF,82.00,240,November 24 1983,us US,5,Duke
2015,BOS,Brandan Wright,PF,82.00,210,5-Oct-87,us US,6,UNC
2015,BOS,Dwight Powell,PF,82.00,240,20-Jul-91,ca CA,R,Stanford
2015,BOS,Jonas Jerebko,PF,82.00,231,2-Mar-87,se SE,4,
2015,BOS,Shavlik Randolph,PF,82.00,240,24-Nov-83,us US,7,Duke
2016,BOS,Jonas Jerebko,PF,82.00,231,March 2 1987,se SE,5,
2017,BOS,Jonas Jerebko,PF,82.00,231,2-Mar-87,se SE,6,
2018,BOS,Aron Baynes,C,82.00,260,9-Dec-86,nz NZ,5,Washington State
2019,BOS,Aron Baynes,C,82.00,260,December 9 1986,nz NZ,6,Washington State
2020,BOS,Enes Freedom,C,82.00,250,20-May-92,ch CH,8,Kentucky
2023,BOS,Mike Muscala,C,82.00,240,1-Jul-91,us US,9,Bucknell
2023,BOS,Noah Vonleh,C,82.00,257,24-Aug-95,us US,7,Indiana
2014,BRK,Mason Plumlee,C,82.00,254,March 5 1990,us US,R,Duke
2015,BRK,Brandon Davies,PF,82.00,240,July 25 1991,us US,1,BYU
2015,BRK,Earl Clark,PF,82.00,225,January 17 1988,us US,5,Louisville
2015,BRK,Mason Plumlee,C,82.00,254,March 5 1990,us US,1,Duke
2016,BRK,Henry Sims,C,82.00,248,27-Mar-90,us US,3,Georgetown
2016,BRK,Thomas Robinson,PF,82.00,237,17-Mar-91,us US,3,Kansas
2016,BRK,Willie Reed,C,82.00,220,16-May-90,us US,R,Saint Louis
2020,BRK,Henry Ellenson,C,82.00,240,13-Jan-97,us US,3,Marquette
2023,BRK,Ben Simmons,PG,82.00,240,20-Jul-96,au AU,4,LSU
2023,BRK,Nerlens Noel,C,82.00,220,10-Apr-94,us US,8,Kentucky
2005,CHA,Emeka Okafor,PF,82.00,252,September 28 1982,us US,R,UConn
2005,CHA,Malik Allen,PF,82.00,255,June 27 1978,us US,3,Villanova
2005,CHA,Melvin Ely,PF,82.00,260,May 2 1978,us US,2,Fresno State
2006,CHA,Emeka Okafor,PF,82.00,252,28-Sep-82,us US,1,UConn
2006,CHA,Melvin Ely,PF,82.00,260,2-May-78,us US,3,Fresno State
2007,CHA,Emeka Okafor,C,82.00,252,28-Sep-82,us US,2,UConn
2007,CHA,Melvin Ely,PF,82.00,260,2-May-78,us US,4,Fresno State
2008,CHA,Emeka Okafor,C,82.00,252,September 28 1982,us US,3,UConn
2008,CHA,Jermareo Davidson,SF,82.00,230,November 15 1984,us US,R,Alabama
2008,CHA,Nazr Mohammed,C,82.00,221,September 5 1977,us US,9,Kentucky
2009,CHA,Emeka Okafor,C,82.00,252,28-Sep-82,us US,4,UConn
2009,CHA,Nazr Mohammed,C,82.00,221,5-Sep-77,us US,10,Kentucky
2009,CHA,Vladimir RadmanoviAAAAAAAA,SF,82.00,227,19-Nov-80,ba BA,7,
2010,CHA,Nazr Mohammed,C,82.00,221,5-Sep-77,us US,11,Kentucky
2010,CHA,Theo Ratliff,C,82.00,225,17-Apr-73,us US,14,Wyoming
2010,CHA,Vladimir RadmanoviAAAAAAAA,PF,82.00,227,19-Nov-80,ba BA,8,
2011,CHA,Nazr Mohammed,C,82.00,221,September 5 1977,us US,12,Kentucky
2013,CHA,Josh McRoberts,PF,82.00,240,28-Feb-87,us US,5,Duke
2014,CHA,Al Jefferson,C,82.00,289,January 4 1985,us US,9,
2014,CHA,Josh McRoberts,PF,82.00,240,February 28 1987,us US,6,Duke
1989,CHH,Tim Kempton,PF,82.00,245,January 25 1964,us US,1,Notre Dame
1990,CHH,Richard Anderson,PF,82.00,240,19-Nov-60,us US,5,UC Santa Barbara
1993,CHH,Alonzo Mourning,C,82.00,240,8-Feb-70,us US,R,Georgetown
1994,CHH,Alonzo Mourning,C,82.00,240,8-Feb-70,us US,1,Georgetown
1994,CHH,Marty Conlon,C,82.00,224,19-Jan-68,us US,2,Providence
1994,CHH,Tim Kempton,PF,82.00,245,25-Jan-64,us US,4,Notre Dame
1995,CHH,Alonzo Mourning,C,82.00,240,February 8 1970,us US,2,Georgetown
1997,CHH,Tom Chambers,PF,82.00,220,21-Jun-59,us US,14,Utah
1998,CHH,Michael McDonald,C,82.00,232,February 13 1969,us US,R,Utah Valley New Orleans
1999,CHH,Charles Shackleford,C,82.00,225,22-Apr-66,us US,5,NC State
1999,CHH,Derrick Coleman,PF,82.00,230,21-Jun-67,us US,8,Syracuse
2000,CHH,Derrick Coleman,PF,82.00,230,21-Jun-67,us US,9,Syracuse
2001,CHH,Derrick Coleman,PF,82.00,230,June 21 1967,us US,10,Syracuse
2001,CHH,Otis Thorpe,PF,82.00,248,August 5 1962,us US,16,Providence
2002,CHH,JAAAAAAAA(c)rAAAAAAAA'me MoAAAAAAAA-so,C,82.00,235,15-Jun-78,fr FR,1,UCLA
2002,CHH,Matt Bullard,PF,82.00,215,5-Jun-67,us US,10,"Colorado, Iowa"
1980,CHI,Coby Dietrick,C,82.00,220,23-Jul-48,us US,9,San Jose State
1980,CHI,Dennis Awtrey,C,82.00,235,22-Feb-48,us US,9,Santa Clara
1980,CHI,Dwight Jones,PF,82.00,210,27-Feb-52,us US,6,Houston
1981,CHI,Coby Dietrick,C,82.00,220,July 23 1948,us US,10,San Jose State
1981,CHI,Dwight Jones,PF,82.00,210,February 27 1952,us US,7,Houston
